%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1535039704829299937,0,1535039704750603927,world,hand,-0.326380550861,-0.164203584194,1.18938851357,-0.0517892129719,0.0844454839826,-0.961027741432,-0.258094161749
1535039704831635215,0,1535039704822983879,kinect2_link,kinect2_rgb_optical_frame,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1535039704831965817,0,1535039704822983879,kinect2_rgb_optical_frame,kinect2_ir_optical_frame,-0.0519399138017,0.00333959742795,0.00875866802314,-0.00453113942441,-0.00375492295549,0.00308026364555,0.999977940409
1535039704832103560,0,1535039704750613487,world,checkerboard,2.42786073685,0.800563812256,1.53562569618,-0.374824136496,-0.639170765877,-0.600156843662,-0.301296293736
1535039704832140607,0,1535039704750617699,world,kinect2_mocap,0.104188159108,-1.32810711861,1.35404622555,-0.0314116291702,-0.0021209823899,0.0574135780334,-0.997853934765
1535039704835770242,0,1535039704835626316,kinect2_link,kinect2_rgb_optical_frame,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1535039704835782882,0,1535039704835626316,kinect2_rgb_optical_frame,kinect2_ir_optical_frame,-0.0519399138017,0.00333959742795,0.00875866802314,-0.00453113942441,-0.00375492295549,0.00308026364555,0.999977940409
1535039704839573541,0,1535039704760902367,world,hand,-0.332598268986,-0.163444906473,1.19246995449,-0.056699808687,0.0845701694489,-0.959523200989,-0.262579858303
1535039704841724589,0,1535039704760912033,world,checkerboard,2.42785167694,0.800583302975,1.53560316563,-0.3748883605,-0.639296293259,-0.600042283535,-0.30117815733
1535039704841735360,0,1535039704760987015,world,kinect2_mocap,0.104187749326,-1.32810711861,1.35404598713,-0.0314130336046,-0.00212146877311,0.057412840426,-0.997853934765
1535039704841753201,0,1535039704761011742,world,hand,-0.338761508465,-0.162732601166,1.19573044777,-0.0570748709142,0.0840442478657,-0.958238482475,-0.267316550016
1535039704841758079,0,1535039704761016546,world,checkerboard,2.42786502838,0.800590217113,1.53560388088,-0.374853670597,-0.639286220074,-0.600048899651,-0.301229596138
1535039704841782779,0,1535039704761020198,world,kinect2_mocap,0.10418727994,-1.32810711861,1.35404598713,-0.0314130559564,-0.00212164409459,0.0574122257531,-0.997854053974
1535039704845855466,0,1535039704845706746,kinect2_link,kinect2_rgb_optical_frame,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1535039704845868872,0,1535039704845706746,kinect2_rgb_optical_frame,kinect2_ir_optical_frame,-0.0519399138017,0.00333959742795,0.00875866802314,-0.00453113942441,-0.00375492295549,0.00308026364555,0.999977940409
1535039704848882431,0,1535039704770282982,world,hand,-0.345116943121,-0.162095367908,1.19921720028,-0.0591932237148,0.0848732739687,-0.956770658493,-0.271813809872
1535039704850551686,0,1535039704770326542,world,checkerboard,2.42784762383,0.800571024418,1.53559470177,-0.374963879585,-0.639253735542,-0.599974453449,-0.301309585571
1535039704850558913,0,1535039704770339433,world,kinect2_mocap,0.104186855257,-1.32810688019,1.35404622555,-0.0314125083387,-0.00212119449861,0.0574114508927,-0.997854053974
1535039704856009417,0,1535039704855787958,kinect2_link,kinect2_rgb_optical_frame,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1535039704856024866,0,1535039704855787958,kinect2_rgb_optical_frame,kinect2_ir_optical_frame,-0.0519399138017,0.00333959742795,0.00875866802314,-0.00453113942441,-0.00375492295549,0.00308026364555,0.999977940409
1535039704859275264,0,1535039704780598429,world,hand,-0.351131826639,-0.161518022418,1.2029184103,-0.058327589184,0.0865970626473,-0.9547098279,-0.278618186712
1535039704861435796,0,1535039704780611647,world,checkerboard,2.42785930634,0.800572037697,1.53558421135,-0.374843895435,-0.639309465885,-0.60002630949,-0.301237225533
1535039704861449663,0,1535039704780618319,world,kinect2_mocap,0.104186430573,-1.32810664177,1.35404646397,-0.0314112082124,-0.00212073582225,0.0574114248157,-0.997854053974
1535039704866086122,0,1535039704865892134,kinect2_link,kinect2_rgb_optical_frame,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1535039704866097805,0,1535039704865892134,kinect2_rgb_optical_frame,kinect2_ir_optical_frame,-0.0519399138017,0.00333959742795,0.00875866802314,-0.00453113942441,-0.00375492295549,0.00308026364555,0.999977940409
1535039704869273242,0,1535039704790806928,world,hand,-0.357501536608,-0.160873964429,1.2065372467,-0.0590392053127,0.0856006368995,-0.954064369202,-0.280977040529
1535039704871473892,0,1535039704790837197,world,checkerboard,2.4278550148,0.800586223602,1.53559112549,-0.374911755323,-0.639286756516,-0.599990487099,-0.301272332668
1535039704871524450,0,1535039704790852570,world,kinect2_mocap,0.104186199605,-1.32810640335,1.35404670238,-0.0314102545381,-0.00212039775215,0.0574111901224,-0.997854173183
1535039704876137176,0,1535039704875987512,kinect2_link,kinect2_rgb_optical_frame,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1535039704876146131,0,1535039704875987512,kinect2_rgb_optical_frame,kinect2_ir_optical_frame,-0.0519399138017,0.00333959742795,0.00875866802314,-0.00453113942441,-0.00375492295549,0.00308026364555,0.999977940409
1535039704878547160,0,1535039704800090728,world,hand,-0.363446861506,-0.160374224186,1.21050560474,-0.062322948128,0.0855257287621,-0.952623546124,-0.285148799419
1535039704880791173,0,1535039704800122309,world,checkerboard,2.42785143852,0.800580978394,1.53559815884,-0.374867677689,-0.639278233051,-0.600044846535,-0.301237046719
1535039704880802880,0,1535039704800129635,world,kinect2_mocap,0.104185961187,-1.32810640335,1.35404670238,-0.0314075239003,-0.00211943080649,0.0574119724333,-0.997854173183
1535039704886326477,0,1535039704886070706,kinect2_link,kinect2_rgb_optical_frame,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1535039704886339974,0,1535039704886070706,kinect2_rgb_optical_frame,kinect2_ir_optical_frame,-0.0519399138017,0.00333959742795,0.00875866802314,-0.00453113942441,-0.00375492295549,0.00308026364555,0.999977940409
1535039704888979035,0,1535039704810387165,world,hand,-0.369219243526,-0.159901335835,1.21468698978,-0.0673169344664,0.0857599377632,-0.951163470745,-0.28879365325
1535039704891531872,0,1535039704810418943,world,checkerboard,2.42785429955,0.800588190556,1.53561460972,-0.374878078699,-0.639192044735,-0.600071072578,-0.301355004311
1535039704891550352,0,1535039704810426569,world,kinect2_mocap,0.10418587178,-1.32810640335,1.3540469408,-0.0314059481025,-0.00211873045191,0.057412751019,-0.997854173183
1535039704891568259,0,1535039704810435315,world,hand,-0.374916315079,-0.159419700503,1.21908152103,-0.0740733221173,0.085713006556,-0.94965493679,-0.29209959507
1535039704891596470,0,1535039704810440332,world,checkerboard,2.42785978317,0.800590753555,1.53560209274,-0.374946504831,-0.639251112938,-0.600015103817,-0.301255941391
1535039704891618970,0,1535039704810445477,world,kinect2_mocap,0.104185633361,-1.32810664177,1.3540469408,-0.0314057171345,-0.00211846758612,0.0574125833809,-0.997854173183
1535039704896751292,0,1535039704896210341,kinect2_link,kinect2_rgb_optical_frame,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1535039704896764486,0,1535039704896210341,kinect2_rgb_optical_frame,kinect2_ir_optical_frame,-0.0519399138017,0.00333959742795,0.00875866802314,-0.00453113942441,-0.00375492295549,0.00308026364555,0.999977940409
1535039704899190822,0,1535039704820639545,world,hand,-0.38049313426,-0.159035980701,1.22361922264,-0.0774666145444,0.0843412131071,-0.948058009148,-0.296768546104
1535039704901654681,0,1535039704820671228,world,checkerboard,2.42786216736,0.8006092906,1.53557193279,-0.37489849329,-0.639274775982,-0.600015580654,-0.301264256239
