%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1535040126653915263,0,1535040126570550633,world,hand,0.132832527161,0.137954488397,1.02729189396,0.105513833463,0.0767606124282,-0.991254389286,-0.0197334252298
1535040126656146082,0,1535040126570566252,world,checkerboard,2.42771720886,0.800505280495,1.53547251225,-0.374948501587,-0.639235675335,-0.600011348724,-0.301293671131
1535040126656158116,0,1535040126570572554,world,kinect2_mocap,0.10430816561,-1.32803106308,1.3541020155,-0.0305895525962,-0.00115065474529,0.0578056648374,-0.997858464718
1535040126658051736,0,1535040126650992586,kinect2_link,kinect2_rgb_optical_frame,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1535040126658067022,0,1535040126650992586,kinect2_rgb_optical_frame,kinect2_ir_optical_frame,-0.0519399138017,0.00333959742795,0.00875866802314,-0.00453113942441,-0.00375492295549,0.00308026364555,0.999977940409
1535040126663604938,0,1535040126663470091,kinect2_link,kinect2_rgb_optical_frame,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1535040126663616046,0,1535040126663470091,kinect2_rgb_optical_frame,kinect2_ir_optical_frame,-0.0519399138017,0.00333959742795,0.00875866802314,-0.00453113942441,-0.00375492295549,0.00308026364555,0.999977940409
1535040126665043406,0,1535040126580894268,world,hand,0.132824197412,0.137967318296,1.02732503414,0.105502277613,0.0767323598266,-0.991259753704,-0.0196363329887
1535040126667284636,0,1535040126580907810,world,checkerboard,2.42772197723,0.800509393215,1.53548502922,-0.374960035086,-0.639154911041,-0.600047230721,-0.301378965378
1535040126667294901,0,1535040126580913644,world,kinect2_mocap,0.104308754206,-1.3280313015,1.3541008234,-0.0305739939213,-0.00114933087025,0.0578095242381,-0.997858703136
1535040126667371339,0,1535040126580922491,world,hand,0.132810249925,0.137968018651,1.02735590935,0.105433747172,0.0767812952399,-0.99126213789,-0.0196911618114
1535040126667377784,0,1535040126580926906,world,checkerboard,2.42771553993,0.800506949425,1.53550541401,-0.374854803085,-0.639122724533,-0.600156188011,-0.301361322403
