%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1535040267260103138,0,1535040267259940495,kinect2_link,kinect2_rgb_optical_frame,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1535040267260123442,0,1535040267259940495,kinect2_rgb_optical_frame,kinect2_ir_optical_frame,-0.0519399138017,0.00333959742795,0.00875866802314,-0.00453113942441,-0.00375492295549,0.00308026364555,0.999977940409
1535040267265169159,0,1535040267180316803,world,hand,0.177180618048,0.0925331711769,1.52746403217,0.11880376935,-0.189984709024,-0.973546206951,-0.0447141006589
1535040267267267525,0,1535040267180327480,world,checkerboard,2.42774486542,0.800522565842,1.53545582294,-0.374999493361,-0.63915604353,-0.599990785122,-0.301439881325
1535040267267278342,0,1535040267180332074,world,kinect2_mocap,0.104180723429,-1.32797241211,1.35416412354,-0.0321590863168,-0.00165215297602,0.0574998632073,-0.997826039791
1535040267270228932,0,1535040267270051145,kinect2_link,kinect2_rgb_optical_frame,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1535040267270238047,0,1535040267270051145,kinect2_rgb_optical_frame,kinect2_ir_optical_frame,-0.0519399138017,0.00333959742795,0.00875866802314,-0.00453113942441,-0.00375492295549,0.00308026364555,0.999977940409
1535040267275346980,0,1535040267190598303,world,hand,0.183130964637,0.092650488019,1.52538263798,0.116057127714,-0.18835221231,-0.974481761456,-0.0379408746958
1535040267277372474,0,1535040267190608613,world,checkerboard,2.42774152756,0.800517678261,1.53545665741,-0.374949753284,-0.639118909836,-0.60006326437,-0.301436305046
1535040267277380603,0,1535040267190613619,world,kinect2_mocap,0.104181207716,-1.32797265053,1.35416507721,-0.0321725644171,-0.00165242364164,0.0574974752963,-0.997825801373
1535040267277385810,0,1535040267190640706,world,hand,0.188906162977,0.0927981063724,1.52310967445,0.115025229752,-0.187220916152,-0.975050985813,-0.0315144993365
1535040267277410310,0,1535040267190644765,world,checkerboard,2.42775702477,0.800514101982,1.53544270992,-0.37498357892,-0.639188885689,-0.599994122982,-0.301383554935
1535040267277442931,0,1535040267190648245,world,kinect2_mocap,0.104181677103,-1.32797288895,1.35416603088,-0.0321864821017,-0.00165273807943,0.057495135814,-0.997825443745
1535040267280381305,0,1535040267280139453,kinect2_link,kinect2_rgb_optical_frame,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1535040267280401063,0,1535040267280139453,kinect2_rgb_optical_frame,kinect2_ir_optical_frame,-0.0519399138017,0.00333959742795,0.00875866802314,-0.00453113942441,-0.00375492295549,0.00308026364555,0.999977940409
1535040267285716553,0,1535040267200903662,world,hand,0.194228604436,0.0930343493819,1.52095007896,0.112798966467,-0.185782104731,-0.975760579109,-0.0255513004959
